{level: 0,Min: 0,0,0,Max: 13,7,8,Count: 728}
{level: 3,Min: 9,0,5,Max: 11,1,6,Count: 2}
{level: 3,Min: 11,0,5,Max: 13,1,6,Count: 2}
{level: 3,Min: 9,1,4,Max: 11,2,5,Count: 2}
{level: 3,Min: 9,2,4,Max: 11,3,5,Count: 2}
{level: 3,Min: 11,1,4,Max: 13,2,5,Count: 2}
{level: 3,Min: 11,2,4,Max: 13,3,5,Count: 2}
{level: 3,Min: 9,1,5,Max: 11,2,6,Count: 2}
{level: 3,Min: 9,2,5,Max: 11,3,6,Count: 2}
{level: 3,Min: 11,1,5,Max: 13,2,6,Count: 2}
{level: 3,Min: 11,2,5,Max: 13,3,6,Count: 2}
{level: 3,Min: 6,0,6,Max: 7,1,7,Count: 1}
{level: 3,Min: 7,0,6,Max: 9,1,7,Count: 2}
{level: 3,Min: 6,0,7,Max: 7,1,8,Count: 1}
{level: 3,Min: 7,0,7,Max: 9,1,8,Count: 2}
{level: 3,Min: 6,1,6,Max: 7,2,7,Count: 1}
{level: 3,Min: 6,2,6,Max: 7,3,7,Count: 1}
{level: 3,Min: 7,1,6,Max: 9,2,7,Count: 2}
{level: 3,Min: 7,2,6,Max: 9,3,7,Count: 2}
{level: 3,Min: 6,1,7,Max: 7,2,8,Count: 1}
{level: 3,Min: 6,2,7,Max: 7,3,8,Count: 1}
{level: 3,Min: 7,1,7,Max: 9,2,8,Count: 2}
{level: 3,Min: 7,2,7,Max: 9,3,8,Count: 2}
{level: 3,Min: 9,0,6,Max: 11,1,7,Count: 2}
{level: 3,Min: 11,0,6,Max: 13,1,7,Count: 2}
{level: 3,Min: 9,0,7,Max: 11,1,8,Count: 2}
{level: 3,Min: 11,0,7,Max: 13,1,8,Count: 2}
{level: 3,Min: 9,1,6,Max: 11,2,7,Count: 2}
{level: 3,Min: 9,2,6,Max: 11,3,7,Count: 2}
{level: 3,Min: 11,1,6,Max: 13,2,7,Count: 2}
{level: 3,Min: 11,2,6,Max: 13,3,7,Count: 2}
{level: 3,Min: 9,1,7,Max: 11,2,8,Count: 2}
{level: 3,Min: 9,2,7,Max: 11,3,8,Count: 2}
{level: 3,Min: 11,1,7,Max: 13,2,8,Count: 2}
{level: 3,Min: 11,2,7,Max: 13,3,8,Count: 2}
{level: 3,Min: 6,3,4,Max: 7,4,5,Count: 1}
{level: 3,Min: 6,4,4,Max: 7,5,5,Count: 1}
{level: 3,Min: 7,3,4,Max: 9,4,5,Count: 2}
{level: 3,Min: 7,4,4,Max: 9,5,5,Count: 2}
{level: 3,Min: 6,3,5,Max: 7,4,6,Count: 1}
{level: 3,Min: 6,4,5,Max: 7,5,6,Count: 1}
{level: 3,Min: 7,3,5,Max: 9,4,6,Count: 2}
{level: 3,Min: 7,4,5,Max: 9,5,6,Count: 2}
{level: 3,Min: 6,5,4,Max: 7,6,5,Count: 1}
{level: 3,Min: 6,6,4,Max: 7,7,5,Count: 1}
{level: 3,Min: 7,5,4,Max: 9,6,5,Count: 2}
{level: 3,Min: 7,6,4,Max: 9,7,5,Count: 2}
{level: 3,Min: 6,5,5,Max: 7,6,6,Count: 1}
{level: 3,Min: 6,6,5,Max: 7,7,6,Count: 1}
{level: 3,Min: 7,5,5,Max: 9,6,6,Count: 2}
{level: 3,Min: 7,6,5,Max: 9,7,6,Count: 2}
{level: 3,Min: 9,3,4,Max: 11,4,5,Count: 2}
{level: 3,Min: 9,4,4,Max: 11,5,5,Count: 2}
{level: 3,Min: 11,3,4,Max: 13,4,5,Count: 2}
{level: 3,Min: 11,4,4,Max: 13,5,5,Count: 2}
{level: 3,Min: 9,3,5,Max: 11,4,6,Count: 2}
{level: 3,Min: 9,4,5,Max: 11,5,6,Count: 2}
{level: 3,Min: 11,3,5,Max: 13,4,6,Count: 2}
{level: 3,Min: 11,4,5,Max: 13,5,6,Count: 2}
{level: 3,Min: 9,5,4,Max: 11,6,5,Count: 2}
{level: 3,Min: 9,6,4,Max: 11,7,5,Count: 2}
{level: 3,Min: 11,5,4,Max: 13,6,5,Count: 2}
{level: 3,Min: 11,6,4,Max: 13,7,5,Count: 2}
{level: 3,Min: 9,5,5,Max: 11,6,6,Count: 2}
{level: 3,Min: 9,6,5,Max: 11,7,6,Count: 2}
{level: 3,Min: 11,5,5,Max: 13,6,6,Count: 2}
{level: 3,Min: 11,6,5,Max: 13,7,6,Count: 2}
{level: 3,Min: 6,3,6,Max: 7,4,7,Count: 1}
{level: 3,Min: 6,4,6,Max: 7,5,7,Count: 1}
{level: 3,Min: 7,3,6,Max: 9,4,7,Count: 2}
{level: 3,Min: 7,4,6,Max: 9,5,7,Count: 2}
{level: 3,Min: 6,3,7,Max: 7,4,8,Count: 1}
{level: 3,Min: 6,4,7,Max: 7,5,8,Count: 1}
{level: 3,Min: 7,3,7,Max: 9,4,8,Count: 2}
{level: 3,Min: 7,4,7,Max: 9,5,8,Count: 2}
{level: 3,Min: 6,5,6,Max: 7,6,7,Count: 1}
{level: 3,Min: 6,6,6,Max: 7,7,7,Count: 1}
{level: 3,Min: 7,5,6,Max: 9,6,7,Count: 2}
{level: 3,Min: 7,6,6,Max: 9,7,7,Count: 2}
{level: 3,Min: 6,5,7,Max: 7,6,8,Count: 1}
{level: 3,Min: 6,6,7,Max: 7,7,8,Count: 1}
{level: 3,Min: 7,5,7,Max: 9,6,8,Count: 2}
{level: 3,Min: 7,6,7,Max: 9,7,8,Count: 2}
{level: 3,Min: 9,3,6,Max: 11,4,7,Count: 2}
{level: 3,Min: 9,4,6,Max: 11,5,7,Count: 2}
{level: 3,Min: 11,3,6,Max: 13,4,7,Count: 2}
{level: 3,Min: 11,4,6,Max: 13,5,7,Count: 2}
{level: 3,Min: 9,3,7,Max: 11,4,8,Count: 2}
{level: 3,Min: 9,4,7,Max: 11,5,8,Count: 2}
{level: 3,Min: 11,3,7,Max: 13,4,8,Count: 2}
{level: 3,Min: 11,4,7,Max: 13,5,8,Count: 2}
{level: 3,Min: 9,5,6,Max: 11,6,7,Count: 2}
{level: 3,Min: 9,6,6,Max: 11,7,7,Count: 2}
{level: 3,Min: 11,5,6,Max: 13,6,7,Count: 2}
{level: 3,Min: 11,6,6,Max: 13,7,7,Count: 2}
{level: 3,Min: 9,5,7,Max: 11,6,8,Count: 2}
{level: 3,Min: 9,6,7,Max: 11,7,8,Count: 2}
{level: 3,Min: 11,5,7,Max: 13,6,8,Count: 2}
{level: 3,Min: 11,6,7,Max: 13,7,8,Count: 2}
{level: 4,Min: 1,0,0,Max: 2,1,1,Count: 1}
{level: 4,Min: 2,0,0,Max: 3,1,1,Count: 1}
{level: 4,Min: 1,0,1,Max: 2,1,2,Count: 1}
{level: 4,Min: 2,0,1,Max: 3,1,2,Count: 1}
{level: 4,Min: 1,1,0,Max: 2,2,1,Count: 1}
{level: 4,Min: 2,1,0,Max: 3,2,1,Count: 1}
{level: 4,Min: 1,2,0,Max: 2,3,1,Count: 1}
{level: 4,Min: 2,2,0,Max: 3,3,1,Count: 1}
{level: 4,Min: 1,1,1,Max: 2,2,2,Count: 1}
{level: 4,Min: 2,1,1,Max: 3,2,2,Count: 1}
{level: 4,Min: 1,2,1,Max: 2,3,2,Count: 1}
{level: 4,Min: 2,2,1,Max: 3,3,2,Count: 1}
{level: 4,Min: 4,0,0,Max: 5,1,1,Count: 1}
{level: 4,Min: 5,0,0,Max: 6,1,1,Count: 1}
{level: 4,Min: 4,0,1,Max: 5,1,2,Count: 1}
{level: 4,Min: 5,0,1,Max: 6,1,2,Count: 1}
{level: 4,Min: 4,1,0,Max: 5,2,1,Count: 1}
{level: 4,Min: 5,1,0,Max: 6,2,1,Count: 1}
{level: 4,Min: 4,2,0,Max: 5,3,1,Count: 1}
{level: 4,Min: 5,2,0,Max: 6,3,1,Count: 1}
{level: 4,Min: 4,1,1,Max: 5,2,2,Count: 1}
{level: 4,Min: 5,1,1,Max: 6,2,2,Count: 1}
{level: 4,Min: 4,2,1,Max: 5,3,2,Count: 1}
{level: 4,Min: 5,2,1,Max: 6,3,2,Count: 1}
{level: 4,Min: 1,0,2,Max: 2,1,3,Count: 1}
{level: 4,Min: 2,0,2,Max: 3,1,3,Count: 1}
{level: 4,Min: 1,0,3,Max: 2,1,4,Count: 1}
{level: 4,Min: 2,0,3,Max: 3,1,4,Count: 1}
{level: 4,Min: 1,1,2,Max: 2,2,3,Count: 1}
{level: 4,Min: 2,1,2,Max: 3,2,3,Count: 1}
{level: 4,Min: 1,2,2,Max: 2,3,3,Count: 1}
{level: 4,Min: 2,2,2,Max: 3,3,3,Count: 1}
{level: 4,Min: 1,1,3,Max: 2,2,4,Count: 1}
{level: 4,Min: 2,1,3,Max: 3,2,4,Count: 1}
{level: 4,Min: 1,2,3,Max: 2,3,4,Count: 1}
{level: 4,Min: 2,2,3,Max: 3,3,4,Count: 1}
{level: 4,Min: 4,0,2,Max: 5,1,3,Count: 1}
{level: 4,Min: 5,0,2,Max: 6,1,3,Count: 1}
{level: 4,Min: 4,0,3,Max: 5,1,4,Count: 1}
{level: 4,Min: 5,0,3,Max: 6,1,4,Count: 1}
{level: 4,Min: 4,1,2,Max: 5,2,3,Count: 1}
{level: 4,Min: 5,1,2,Max: 6,2,3,Count: 1}
{level: 4,Min: 4,2,2,Max: 5,3,3,Count: 1}
{level: 4,Min: 5,2,2,Max: 6,3,3,Count: 1}
{level: 4,Min: 4,1,3,Max: 5,2,4,Count: 1}
{level: 4,Min: 5,1,3,Max: 6,2,4,Count: 1}
{level: 4,Min: 4,2,3,Max: 5,3,4,Count: 1}
{level: 4,Min: 5,2,3,Max: 6,3,4,Count: 1}
{level: 4,Min: 1,3,0,Max: 2,4,1,Count: 1}
{level: 4,Min: 2,3,0,Max: 3,4,1,Count: 1}
{level: 4,Min: 1,4,0,Max: 2,5,1,Count: 1}
{level: 4,Min: 2,4,0,Max: 3,5,1,Count: 1}
{level: 4,Min: 1,3,1,Max: 2,4,2,Count: 1}
{level: 4,Min: 2,3,1,Max: 3,4,2,Count: 1}
{level: 4,Min: 1,4,1,Max: 2,5,2,Count: 1}
{level: 4,Min: 2,4,1,Max: 3,5,2,Count: 1}
{level: 4,Min: 1,5,0,Max: 2,6,1,Count: 1}
{level: 4,Min: 2,5,0,Max: 3,6,1,Count: 1}
{level: 4,Min: 1,6,0,Max: 2,7,1,Count: 1}
{level: 4,Min: 2,6,0,Max: 3,7,1,Count: 1}
{level: 4,Min: 1,5,1,Max: 2,6,2,Count: 1}
{level: 4,Min: 2,5,1,Max: 3,6,2,Count: 1}
{level: 4,Min: 1,6,1,Max: 2,7,2,Count: 1}
{level: 4,Min: 2,6,1,Max: 3,7,2,Count: 1}
{level: 4,Min: 4,3,0,Max: 5,4,1,Count: 1}
{level: 4,Min: 5,3,0,Max: 6,4,1,Count: 1}
{level: 4,Min: 4,4,0,Max: 5,5,1,Count: 1}
{level: 4,Min: 5,4,0,Max: 6,5,1,Count: 1}
{level: 4,Min: 4,3,1,Max: 5,4,2,Count: 1}
{level: 4,Min: 5,3,1,Max: 6,4,2,Count: 1}
{level: 4,Min: 4,4,1,Max: 5,5,2,Count: 1}
{level: 4,Min: 5,4,1,Max: 6,5,2,Count: 1}
{level: 4,Min: 4,5,0,Max: 5,6,1,Count: 1}
{level: 4,Min: 5,5,0,Max: 6,6,1,Count: 1}
{level: 4,Min: 4,6,0,Max: 5,7,1,Count: 1}
{level: 4,Min: 5,6,0,Max: 6,7,1,Count: 1}
{level: 4,Min: 4,5,1,Max: 5,6,2,Count: 1}
{level: 4,Min: 5,5,1,Max: 6,6,2,Count: 1}
{level: 4,Min: 4,6,1,Max: 5,7,2,Count: 1}
{level: 4,Min: 5,6,1,Max: 6,7,2,Count: 1}
{level: 4,Min: 1,3,2,Max: 2,4,3,Count: 1}
{level: 4,Min: 2,3,2,Max: 3,4,3,Count: 1}
{level: 4,Min: 1,4,2,Max: 2,5,3,Count: 1}
{level: 4,Min: 2,4,2,Max: 3,5,3,Count: 1}
{level: 4,Min: 1,3,3,Max: 2,4,4,Count: 1}
{level: 4,Min: 2,3,3,Max: 3,4,4,Count: 1}
{level: 4,Min: 1,4,3,Max: 2,5,4,Count: 1}
{level: 4,Min: 2,4,3,Max: 3,5,4,Count: 1}
{level: 4,Min: 1,5,2,Max: 2,6,3,Count: 1}
{level: 4,Min: 2,5,2,Max: 3,6,3,Count: 1}
{level: 4,Min: 1,6,2,Max: 2,7,3,Count: 1}
{level: 4,Min: 2,6,2,Max: 3,7,3,Count: 1}
{level: 4,Min: 1,5,3,Max: 2,6,4,Count: 1}
{level: 4,Min: 2,5,3,Max: 3,6,4,Count: 1}
{level: 4,Min: 1,6,3,Max: 2,7,4,Count: 1}
{level: 4,Min: 2,6,3,Max: 3,7,4,Count: 1}
{level: 4,Min: 4,3,2,Max: 5,4,3,Count: 1}
{level: 4,Min: 5,3,2,Max: 6,4,3,Count: 1}
{level: 4,Min: 4,4,2,Max: 5,5,3,Count: 1}
{level: 4,Min: 5,4,2,Max: 6,5,3,Count: 1}
{level: 4,Min: 4,3,3,Max: 5,4,4,Count: 1}
{level: 4,Min: 5,3,3,Max: 6,4,4,Count: 1}
{level: 4,Min: 4,4,3,Max: 5,5,4,Count: 1}
{level: 4,Min: 5,4,3,Max: 6,5,4,Count: 1}
{level: 4,Min: 4,5,2,Max: 5,6,3,Count: 1}
{level: 4,Min: 5,5,2,Max: 6,6,3,Count: 1}
{level: 4,Min: 4,6,2,Max: 5,7,3,Count: 1}
{level: 4,Min: 5,6,2,Max: 6,7,3,Count: 1}
{level: 4,Min: 4,5,3,Max: 5,6,4,Count: 1}
{level: 4,Min: 5,5,3,Max: 6,6,4,Count: 1}
{level: 4,Min: 4,6,3,Max: 5,7,4,Count: 1}
{level: 4,Min: 5,6,3,Max: 6,7,4,Count: 1}
{level: 4,Min: 7,0,0,Max: 8,1,1,Count: 1}
{level: 4,Min: 8,0,0,Max: 9,1,1,Count: 1}
{level: 4,Min: 7,0,1,Max: 8,1,2,Count: 1}
{level: 4,Min: 8,0,1,Max: 9,1,2,Count: 1}
{level: 4,Min: 7,1,0,Max: 8,2,1,Count: 1}
{level: 4,Min: 8,1,0,Max: 9,2,1,Count: 1}
{level: 4,Min: 7,2,0,Max: 8,3,1,Count: 1}
{level: 4,Min: 8,2,0,Max: 9,3,1,Count: 1}
{level: 4,Min: 7,1,1,Max: 8,2,2,Count: 1}
{level: 4,Min: 8,1,1,Max: 9,2,2,Count: 1}
{level: 4,Min: 7,2,1,Max: 8,3,2,Count: 1}
{level: 4,Min: 8,2,1,Max: 9,3,2,Count: 1}
{level: 4,Min: 9,0,0,Max: 10,1,1,Count: 1}
{level: 4,Min: 10,0,0,Max: 11,1,1,Count: 1}
{level: 4,Min: 11,0,0,Max: 12,1,1,Count: 1}
{level: 4,Min: 12,0,0,Max: 13,1,1,Count: 1}
{level: 4,Min: 9,0,1,Max: 10,1,2,Count: 1}
{level: 4,Min: 10,0,1,Max: 11,1,2,Count: 1}
{level: 4,Min: 11,0,1,Max: 12,1,2,Count: 1}
{level: 4,Min: 12,0,1,Max: 13,1,2,Count: 1}
{level: 4,Min: 9,1,0,Max: 10,2,1,Count: 1}
{level: 4,Min: 10,1,0,Max: 11,2,1,Count: 1}
{level: 4,Min: 9,2,0,Max: 10,3,1,Count: 1}
{level: 4,Min: 10,2,0,Max: 11,3,1,Count: 1}
{level: 4,Min: 11,1,0,Max: 12,2,1,Count: 1}
{level: 4,Min: 12,1,0,Max: 13,2,1,Count: 1}
{level: 4,Min: 11,2,0,Max: 12,3,1,Count: 1}
{level: 4,Min: 12,2,0,Max: 13,3,1,Count: 1}
{level: 4,Min: 9,1,1,Max: 10,2,2,Count: 1}
{level: 4,Min: 10,1,1,Max: 11,2,2,Count: 1}
{level: 4,Min: 9,2,1,Max: 10,3,2,Count: 1}
{level: 4,Min: 10,2,1,Max: 11,3,2,Count: 1}
{level: 4,Min: 11,1,1,Max: 12,2,2,Count: 1}
{level: 4,Min: 12,1,1,Max: 13,2,2,Count: 1}
{level: 4,Min: 11,2,1,Max: 12,3,2,Count: 1}
{level: 4,Min: 12,2,1,Max: 13,3,2,Count: 1}
{level: 4,Min: 7,0,2,Max: 8,1,3,Count: 1}
{level: 4,Min: 8,0,2,Max: 9,1,3,Count: 1}
{level: 4,Min: 7,0,3,Max: 8,1,4,Count: 1}
{level: 4,Min: 8,0,3,Max: 9,1,4,Count: 1}
{level: 4,Min: 7,1,2,Max: 8,2,3,Count: 1}
{level: 4,Min: 8,1,2,Max: 9,2,3,Count: 1}
{level: 4,Min: 7,2,2,Max: 8,3,3,Count: 1}
{level: 4,Min: 8,2,2,Max: 9,3,3,Count: 1}
{level: 4,Min: 7,1,3,Max: 8,2,4,Count: 1}
{level: 4,Min: 8,1,3,Max: 9,2,4,Count: 1}
{level: 4,Min: 7,2,3,Max: 8,3,4,Count: 1}
{level: 4,Min: 8,2,3,Max: 9,3,4,Count: 1}
{level: 4,Min: 9,0,2,Max: 10,1,3,Count: 1}
{level: 4,Min: 10,0,2,Max: 11,1,3,Count: 1}
{level: 4,Min: 11,0,2,Max: 12,1,3,Count: 1}
{level: 4,Min: 12,0,2,Max: 13,1,3,Count: 1}
{level: 4,Min: 9,0,3,Max: 10,1,4,Count: 1}
{level: 4,Min: 10,0,3,Max: 11,1,4,Count: 1}
{level: 4,Min: 11,0,3,Max: 12,1,4,Count: 1}
{level: 4,Min: 12,0,3,Max: 13,1,4,Count: 1}
{level: 4,Min: 9,1,2,Max: 10,2,3,Count: 1}
{level: 4,Min: 10,1,2,Max: 11,2,3,Count: 1}
{level: 4,Min: 9,2,2,Max: 10,3,3,Count: 1}
{level: 4,Min: 10,2,2,Max: 11,3,3,Count: 1}
{level: 4,Min: 11,1,2,Max: 12,2,3,Count: 1}
{level: 4,Min: 12,1,2,Max: 13,2,3,Count: 1}
{level: 4,Min: 11,2,2,Max: 12,3,3,Count: 1}
{level: 4,Min: 12,2,2,Max: 13,3,3,Count: 1}
{level: 4,Min: 9,1,3,Max: 10,2,4,Count: 1}
{level: 4,Min: 10,1,3,Max: 11,2,4,Count: 1}
{level: 4,Min: 9,2,3,Max: 10,3,4,Count: 1}
{level: 4,Min: 10,2,3,Max: 11,3,4,Count: 1}
{level: 4,Min: 11,1,3,Max: 12,2,4,Count: 1}
{level: 4,Min: 12,1,3,Max: 13,2,4,Count: 1}
{level: 4,Min: 11,2,3,Max: 12,3,4,Count: 1}
{level: 4,Min: 12,2,3,Max: 13,3,4,Count: 1}
{level: 4,Min: 7,3,0,Max: 8,4,1,Count: 1}
{level: 4,Min: 8,3,0,Max: 9,4,1,Count: 1}
{level: 4,Min: 7,4,0,Max: 8,5,1,Count: 1}
{level: 4,Min: 8,4,0,Max: 9,5,1,Count: 1}
{level: 4,Min: 7,3,1,Max: 8,4,2,Count: 1}
{level: 4,Min: 8,3,1,Max: 9,4,2,Count: 1}
{level: 4,Min: 7,4,1,Max: 8,5,2,Count: 1}
{level: 4,Min: 8,4,1,Max: 9,5,2,Count: 1}
{level: 4,Min: 7,5,0,Max: 8,6,1,Count: 1}
{level: 4,Min: 8,5,0,Max: 9,6,1,Count: 1}
{level: 4,Min: 7,6,0,Max: 8,7,1,Count: 1}
{level: 4,Min: 8,6,0,Max: 9,7,1,Count: 1}
{level: 4,Min: 7,5,1,Max: 8,6,2,Count: 1}
{level: 4,Min: 8,5,1,Max: 9,6,2,Count: 1}
{level: 4,Min: 7,6,1,Max: 8,7,2,Count: 1}
{level: 4,Min: 8,6,1,Max: 9,7,2,Count: 1}
{level: 4,Min: 9,3,0,Max: 10,4,1,Count: 1}
{level: 4,Min: 10,3,0,Max: 11,4,1,Count: 1}
{level: 4,Min: 9,4,0,Max: 10,5,1,Count: 1}
{level: 4,Min: 10,4,0,Max: 11,5,1,Count: 1}
{level: 4,Min: 11,3,0,Max: 12,4,1,Count: 1}
{level: 4,Min: 12,3,0,Max: 13,4,1,Count: 1}
{level: 4,Min: 11,4,0,Max: 12,5,1,Count: 1}
{level: 4,Min: 12,4,0,Max: 13,5,1,Count: 1}
{level: 4,Min: 9,3,1,Max: 10,4,2,Count: 1}
{level: 4,Min: 10,3,1,Max: 11,4,2,Count: 1}
{level: 4,Min: 9,4,1,Max: 10,5,2,Count: 1}
{level: 4,Min: 10,4,1,Max: 11,5,2,Count: 1}
{level: 4,Min: 11,3,1,Max: 12,4,2,Count: 1}
{level: 4,Min: 12,3,1,Max: 13,4,2,Count: 1}
{level: 4,Min: 11,4,1,Max: 12,5,2,Count: 1}
{level: 4,Min: 12,4,1,Max: 13,5,2,Count: 1}
{level: 4,Min: 9,5,0,Max: 10,6,1,Count: 1}
{level: 4,Min: 10,5,0,Max: 11,6,1,Count: 1}
{level: 4,Min: 9,6,0,Max: 10,7,1,Count: 1}
{level: 4,Min: 10,6,0,Max: 11,7,1,Count: 1}
{level: 4,Min: 11,5,0,Max: 12,6,1,Count: 1}
{level: 4,Min: 12,5,0,Max: 13,6,1,Count: 1}
{level: 4,Min: 11,6,0,Max: 12,7,1,Count: 1}
{level: 4,Min: 12,6,0,Max: 13,7,1,Count: 1}
{level: 4,Min: 9,5,1,Max: 10,6,2,Count: 1}
{level: 4,Min: 10,5,1,Max: 11,6,2,Count: 1}
{level: 4,Min: 9,6,1,Max: 10,7,2,Count: 1}
{level: 4,Min: 10,6,1,Max: 11,7,2,Count: 1}
{level: 4,Min: 11,5,1,Max: 12,6,2,Count: 1}
{level: 4,Min: 12,5,1,Max: 13,6,2,Count: 1}
{level: 4,Min: 11,6,1,Max: 12,7,2,Count: 1}
{level: 4,Min: 12,6,1,Max: 13,7,2,Count: 1}
{level: 4,Min: 7,3,2,Max: 8,4,3,Count: 1}
{level: 4,Min: 8,3,2,Max: 9,4,3,Count: 1}
{level: 4,Min: 7,4,2,Max: 8,5,3,Count: 1}
{level: 4,Min: 8,4,2,Max: 9,5,3,Count: 1}
{level: 4,Min: 7,3,3,Max: 8,4,4,Count: 1}
{level: 4,Min: 8,3,3,Max: 9,4,4,Count: 1}
{level: 4,Min: 7,4,3,Max: 8,5,4,Count: 1}
{level: 4,Min: 8,4,3,Max: 9,5,4,Count: 1}
{level: 4,Min: 7,5,2,Max: 8,6,3,Count: 1}
{level: 4,Min: 8,5,2,Max: 9,6,3,Count: 1}
{level: 4,Min: 7,6,2,Max: 8,7,3,Count: 1}
{level: 4,Min: 8,6,2,Max: 9,7,3,Count: 1}
{level: 4,Min: 7,5,3,Max: 8,6,4,Count: 1}
{level: 4,Min: 8,5,3,Max: 9,6,4,Count: 1}
{level: 4,Min: 7,6,3,Max: 8,7,4,Count: 1}
{level: 4,Min: 8,6,3,Max: 9,7,4,Count: 1}
{level: 4,Min: 9,3,2,Max: 10,4,3,Count: 1}
{level: 4,Min: 10,3,2,Max: 11,4,3,Count: 1}
{level: 4,Min: 9,4,2,Max: 10,5,3,Count: 1}
{level: 4,Min: 10,4,2,Max: 11,5,3,Count: 1}
{level: 4,Min: 11,3,2,Max: 12,4,3,Count: 1}
{level: 4,Min: 12,3,2,Max: 13,4,3,Count: 1}
{level: 4,Min: 11,4,2,Max: 12,5,3,Count: 1}
{level: 4,Min: 12,4,2,Max: 13,5,3,Count: 1}
{level: 4,Min: 9,3,3,Max: 10,4,4,Count: 1}
{level: 4,Min: 10,3,3,Max: 11,4,4,Count: 1}
{level: 4,Min: 9,4,3,Max: 10,5,4,Count: 1}
{level: 4,Min: 10,4,3,Max: 11,5,4,Count: 1}
{level: 4,Min: 11,3,3,Max: 12,4,4,Count: 1}
{level: 4,Min: 12,3,3,Max: 13,4,4,Count: 1}
{level: 4,Min: 11,4,3,Max: 12,5,4,Count: 1}
{level: 4,Min: 12,4,3,Max: 13,5,4,Count: 1}
{level: 4,Min: 9,5,2,Max: 10,6,3,Count: 1}
{level: 4,Min: 10,5,2,Max: 11,6,3,Count: 1}
{level: 4,Min: 9,6,2,Max: 10,7,3,Count: 1}
{level: 4,Min: 10,6,2,Max: 11,7,3,Count: 1}
{level: 4,Min: 11,5,2,Max: 12,6,3,Count: 1}
{level: 4,Min: 12,5,2,Max: 13,6,3,Count: 1}
{level: 4,Min: 11,6,2,Max: 12,7,3,Count: 1}
{level: 4,Min: 12,6,2,Max: 13,7,3,Count: 1}
{level: 4,Min: 9,5,3,Max: 10,6,4,Count: 1}
{level: 4,Min: 10,5,3,Max: 11,6,4,Count: 1}
{level: 4,Min: 9,6,3,Max: 10,7,4,Count: 1}
{level: 4,Min: 10,6,3,Max: 11,7,4,Count: 1}
{level: 4,Min: 11,5,3,Max: 12,6,4,Count: 1}
{level: 4,Min: 12,5,3,Max: 13,6,4,Count: 1}
{level: 4,Min: 11,6,3,Max: 12,7,4,Count: 1}
{level: 4,Min: 12,6,3,Max: 13,7,4,Count: 1}
{level: 4,Min: 1,0,4,Max: 2,1,5,Count: 1}
{level: 4,Min: 2,0,4,Max: 3,1,5,Count: 1}
{level: 4,Min: 1,0,5,Max: 2,1,6,Count: 1}
{level: 4,Min: 2,0,5,Max: 3,1,6,Count: 1}
{level: 4,Min: 1,1,4,Max: 2,2,5,Count: 1}
{level: 4,Min: 2,1,4,Max: 3,2,5,Count: 1}
{level: 4,Min: 1,2,4,Max: 2,3,5,Count: 1}
{level: 4,Min: 2,2,4,Max: 3,3,5,Count: 1}
{level: 4,Min: 1,1,5,Max: 2,2,6,Count: 1}
{level: 4,Min: 2,1,5,Max: 3,2,6,Count: 1}
{level: 4,Min: 1,2,5,Max: 2,3,6,Count: 1}
{level: 4,Min: 2,2,5,Max: 3,3,6,Count: 1}
{level: 4,Min: 4,0,4,Max: 5,1,5,Count: 1}
{level: 4,Min: 5,0,4,Max: 6,1,5,Count: 1}
{level: 4,Min: 4,0,5,Max: 5,1,6,Count: 1}
{level: 4,Min: 5,0,5,Max: 6,1,6,Count: 1}
{level: 4,Min: 4,1,4,Max: 5,2,5,Count: 1}
{level: 4,Min: 5,1,4,Max: 6,2,5,Count: 1}
{level: 4,Min: 4,2,4,Max: 5,3,5,Count: 1}
{level: 4,Min: 5,2,4,Max: 6,3,5,Count: 1}
{level: 4,Min: 4,1,5,Max: 5,2,6,Count: 1}
{level: 4,Min: 5,1,5,Max: 6,2,6,Count: 1}
{level: 4,Min: 4,2,5,Max: 5,3,6,Count: 1}
{level: 4,Min: 5,2,5,Max: 6,3,6,Count: 1}
{level: 4,Min: 1,0,6,Max: 2,1,7,Count: 1}
{level: 4,Min: 2,0,6,Max: 3,1,7,Count: 1}
{level: 4,Min: 1,0,7,Max: 2,1,8,Count: 1}
{level: 4,Min: 2,0,7,Max: 3,1,8,Count: 1}
{level: 4,Min: 1,1,6,Max: 2,2,7,Count: 1}
{level: 4,Min: 2,1,6,Max: 3,2,7,Count: 1}
{level: 4,Min: 1,2,6,Max: 2,3,7,Count: 1}
{level: 4,Min: 2,2,6,Max: 3,3,7,Count: 1}
{level: 4,Min: 1,1,7,Max: 2,2,8,Count: 1}
{level: 4,Min: 2,1,7,Max: 3,2,8,Count: 1}
{level: 4,Min: 1,2,7,Max: 2,3,8,Count: 1}
{level: 4,Min: 2,2,7,Max: 3,3,8,Count: 1}
{level: 4,Min: 4,0,6,Max: 5,1,7,Count: 1}
{level: 4,Min: 5,0,6,Max: 6,1,7,Count: 1}
{level: 4,Min: 4,0,7,Max: 5,1,8,Count: 1}
{level: 4,Min: 5,0,7,Max: 6,1,8,Count: 1}
{level: 4,Min: 4,1,6,Max: 5,2,7,Count: 1}
{level: 4,Min: 5,1,6,Max: 6,2,7,Count: 1}
{level: 4,Min: 4,2,6,Max: 5,3,7,Count: 1}
{level: 4,Min: 5,2,6,Max: 6,3,7,Count: 1}
{level: 4,Min: 4,1,7,Max: 5,2,8,Count: 1}
